5e-17	0.999999
1.499e-16	0.999999
2.498e-16	0.999999
3.497e-16	0.999999
4.496e-16	0.999999
5.495e-16	0.999999
6.494e-16	0.999999
7.493e-16	0.999999
8.492e-16	0.999999
9.491e-16	0.999999
1.049e-15	0.999999
1.1489e-15	0.999999
1.2488e-15	0.999999
1.3487e-15	0.999999
1.4486e-15	0.999999
1.5485e-15	0.999999
1.6484e-15	0.999999
1.7483e-15	0.999999
1.8482e-15	0.999999
1.9481e-15	0.999999
2.048e-15	0.999999
2.1479e-15	0.999999
2.2478e-15	0.999999
2.3477e-15	0.999999
2.4476e-15	0.999999
2.5475e-15	0.999999
2.6474e-15	0.999999
2.7473e-15	0.999999
2.8472e-15	0.999999
2.9471e-15	0.999999
3.047e-15	0.999999
3.1469e-15	0.999999
3.2468e-15	0.999999
3.3467e-15	0.999999
3.4466e-15	0.999999
3.5465e-15	0.999999
3.6464e-15	0.999999
3.7463e-15	0.999999
3.8462e-15	0.999999
3.9461e-15	0.999999
4.046e-15	0.999999
4.1459e-15	0.999999
4.2458e-15	0.999999
4.3457e-15	0.999999
4.4456e-15	0.999999
4.5455e-15	0.999999
4.6454e-15	0.999999
4.7453e-15	0.999999
4.8452e-15	0.999999
4.9451e-15	0.999999
5.045e-15	0.999999
5.1449e-15	0.999999
5.2448e-15	0.999999
5.3447e-15	0.999999
5.4446e-15	0.999999
5.5445e-15	0.999999
5.6444e-15	0.999999
5.7443e-15	0.999999
5.8442e-15	0.999999
5.9441e-15	0.999999
6.044e-15	0.999999
6.1439e-15	0.999999
6.2438e-15	0.999999
6.3437e-15	0.999999
6.4436e-15	0.999999
6.5435e-15	0.999999
6.6434e-15	0.999999
6.7433e-15	0.999999
6.8432e-15	0.999999
6.9431e-15	0.999999
7.043e-15	0.999999
7.1429e-15	0.999999
7.2428e-15	0.999999
7.3427e-15	0.999999
7.4426e-15	0.999999
7.5425e-15	0.999999
7.6424e-15	0.999999
7.7423e-15	0.999999
7.8422e-15	0.999999
7.9421e-15	0.999999
8.042e-15	0.999999
8.1419e-15	0.999999
8.2418e-15	0.999999
8.3417e-15	0.999999
8.4416e-15	0.999999
8.5415e-15	0.999999
8.6414e-15	0.999999
8.7413e-15	0.999999
8.8412e-15	0.999999
8.9411e-15	0.999999
9.041e-15	0.999999
9.1409e-15	0.999999
9.2408e-15	0.999999
9.3407e-15	0.999999
9.4406e-15	0.999999
9.5405e-15	0.999999
9.6404e-15	0.999999
9.7403e-15	0.999999
9.8402e-15	0.999999
9.9401e-15	0.999999
1.004e-14	0.999999
1.01399e-14	0.999999
1.02398e-14	0.999999
1.03397e-14	0.999999
1.04396e-14	0.999999
1.05395e-14	0.999999
1.06394e-14	0.999999
1.07393e-14	0.999999
1.08392e-14	0.999999
1.09391e-14	0.999999
1.1039e-14	0.999999
1.11389e-14	0.999999
1.12388e-14	0.999999
1.13387e-14	0.999999
1.14386e-14	0.999999
1.15385e-14	0.999999
1.16384e-14	0.999999
1.17383e-14	0.999999
1.18382e-14	0.999999
1.19381e-14	0.999999
1.2038e-14	0.999999
1.21379e-14	0.999999
