1e+09	82.6395
1.49e+09	64.2507
1.98e+09	53.6501
2.47e+09	46.6066
2.96e+09	41.5216
3.45e+09	37.644
3.94e+09	34.5701
4.43e+09	32.0615
4.92e+09	29.9675
5.41e+09	28.1878
5.9e+09	26.6528
6.39e+09	25.3125
6.88e+09	24.13
7.37e+09	23.0774
7.86e+09	22.1331
8.35e+09	21.2803
8.84e+09	20.5054
9.33e+09	19.7977
9.82e+09	19.1483
1.031e+10	18.5497
1.08e+10	17.9959
1.129e+10	17.4817
1.178e+10	17.0028
1.227e+10	16.5554
1.276e+10	16.1363
1.325e+10	15.7428
1.374e+10	15.3723
1.423e+10	15.0229
1.472e+10	14.6927
1.521e+10	14.38
1.57e+10	14.0834
1.619e+10	13.8015
1.668e+10	13.5333
1.717e+10	13.2778
1.766e+10	13.0339
1.815e+10	12.8008
1.864e+10	12.5779
1.913e+10	12.3644
1.962e+10	12.1596
2.011e+10	11.9631
2.06e+10	11.7743
2.109e+10	11.5927
2.158e+10	11.4179
2.207e+10	11.2495
2.256e+10	11.0872
2.305e+10	10.9305
2.354e+10	10.7792
2.403e+10	10.633
2.452e+10	10.4916
2.501e+10	10.3548
2.55e+10	10.2223
2.599e+10	10.0939
2.648e+10	9.96947
2.697e+10	9.84875
2.746e+10	9.73158
2.795e+10	9.6178
2.844e+10	9.50726
2.893e+10	9.3998
2.942e+10	9.2953
2.991e+10	9.19362
3.04e+10	9.09464
3.089e+10	8.99826
3.138e+10	8.90436
3.187e+10	8.81284
3.236e+10	8.72361
3.285e+10	8.63658
3.334e+10	8.55166
3.383e+10	8.46877
3.432e+10	8.38783
3.481e+10	8.30878
3.53e+10	8.23153
3.579e+10	8.15603
3.628e+10	8.08222
3.677e+10	8.01003
3.726e+10	7.9394
3.775e+10	7.87029
3.824e+10	7.80265
3.873e+10	7.73642
3.922e+10	7.67155
3.971e+10	7.60801
4.02e+10	7.54574
4.069e+10	7.48472
4.118e+10	7.42489
4.167e+10	7.36623
4.216e+10	7.30869
4.265e+10	7.25225
4.314e+10	7.19686
4.363e+10	7.14251
4.412e+10	7.08915
4.461e+10	7.03676
4.51e+10	6.98531
4.559e+10	6.93477
4.608e+10	6.88512
4.657e+10	6.83634
4.706e+10	6.7884
4.755e+10	6.74127
4.804e+10	6.69494
4.853e+10	6.64938
4.902e+10	6.60457
4.951e+10	6.5605
5e+10	6.51714
